id,user,date,source,retweets,text,followers,statuses,listed,friends,source_cleaned,tweettopic
7587,MukiOz,Fri  01 Mar 2013 22:27:20 +0000,Twitter for Android,0,"""@Jaydetta: @MukiOz So mi haffi big up the legend Bob Marley!"" blackberry phone anytime goal call we",397,4701,0,320,Android,Blackberry
7602,loishuntx,Fri  01 Mar 2013 22:33:34 +0000,Twitter for Android,0,My blackberry best come tomorrow.,442,3548,0,145,Android,Blackberry
7608,awatermolen,Fri  01 Mar 2013 22:35:31 +0000,Twitter for Android,0,@BlackBerry when will the Q10 be available in Wisconsin?,46,659,0,102,Android,Blackberry
7609,kelseeyjaackson,Fri  01 Mar 2013 22:35:52 +0000,Twitter for Android,0,finally got rid of the blackberry! Follow meeeee on instagram : kelseyjacks  ;),176,591,6,173,Android,Blackberry
7622,KHALIFA_47,Fri  01 Mar 2013 22:39:27 +0000,Twitter for Android,0,My blackberry is amazing' well you won't be saying that after few months,3899,15535,0,2762,Android,Blackberry
7635,Hollie12344,Fri  01 Mar 2013 22:42:43 +0000,Twitter for Android,0,I want a blackberry again.,176,2023,0,135,Android,Blackberry
7643,emijuarez2510,Fri  01 Mar 2013 22:45:22 +0000,Twitter for Android,0,"""@RatchetAfrican: 10 year olds have a Blackberry  an iPad  a laptop  and a Facebook... When I was 10  I felt cool with my new markers.""",4,28,0,8,Android,Blackberry
7648,kristi_lala,Fri  01 Mar 2013 22:47:39 +0000,Twitter for Android,0,my blackberry looks so badass http://t.co/J9Qka8NeNE,891,98819,38,774,Android,Blackberry
7649,_ItsHumanNature,Fri  01 Mar 2013 22:48:10 +0000,Twitter for Android,0,"""@JordanMcfly: I love my new phone its about time I got rid of that peice of shit blackberry"" FINALLY!",252,19427,1,117,Android,Blackberry
7651,xogisela,Fri  01 Mar 2013 22:49:19 +0000,Twitter for Android,0,Haha came up one some bitches blackberry,122,9593,0,121,Android,Blackberry
7652,JuviRay,Fri  01 Mar 2013 22:49:21 +0000,Twitter for Android,0,I just want the blackberry 10 along with some jays to match my socks and a couple cardigans. That's it,476,26424,0,470,Android,Blackberry
7658,AmandaRose_pro,Fri  01 Mar 2013 22:50:28 +0000,Twitter for Android,0,No  Bell. Blackberry 10 or any of them did not just get better. They are and always will be a piece of shit.,54,6439,0,196,Android,Blackberry
7661,baSmitty007,Fri  01 Mar 2013 22:50:45 +0000,Twitter for Android,0,@BBiggs23 @Hug_machine I just traded my blackberry jam out of my mre for some tabasco sauce ..#win,33,87,1,185,Android,Blackberry
7665,DylanRohoman,Fri  01 Mar 2013 22:51:33 +0000,Twitter for Android,0,@_RobbStark_ guess you aren't aware... blackberry sucks :),55,556,0,52,Android,Blackberry
7667,coleeyolee,Fri  01 Mar 2013 22:51:48 +0000,Twitter for Android,0,"""@itani93: I think my BlackBerry caught a virus.. #Shoot :|"" cause blackberry's are shiiiiiit :D",558,13735,2,841,Android,Blackberry
7669,Bawsontour,Fri  01 Mar 2013 22:52:47 +0000,Twitter for Android,0,@AoifeGunning blackberry,315,4656,0,358,Android,Blackberry
7679,_BillyHutton,Fri  01 Mar 2013 22:55:10 +0000,Twitter for Android,0,@BlackBerry  you shit fucking cunts with some fuck off update now my phone isn't working sort it fucking out.,92,2524,0,208,Android,Blackberry
7698,cold_PHad3,Fri  01 Mar 2013 22:58:55 +0000,Twitter for Android,0,"*clouds disappear and the sun shines brighter* ""@Rojohead_beauty: No more blackberry! Thank you God! Lol.""",558,9721,1,586,Android,Blackberry
7700,_Liddobitty,Fri  01 Mar 2013 22:59:34 +0000,Twitter for Android,0,my blackberry full wit a whole bunch of niggas! waisting time steady tryna get you back get yuback in my lifeee yea you dnt care yu dnt care,333,22186,0,485,Android,Blackberry
7703,snider_justin,Fri  01 Mar 2013 23:00:01 +0000,Twitter for Android,0,Very intrigued by the new blackberry z10.......hmmm,148,535,1,173,Android,Blackberry
7704,__MissSpeedUp,Fri  01 Mar 2013 23:00:19 +0000,Twitter for Android,0,I be glad when prepaid get 4G on qeshhh iwant tht blackberry 4G phone,818,15641,3,1055,Android,Blackberry
7706,Ryanpeltier100,Fri  01 Mar 2013 23:01:08 +0000,Twitter for Android,0,Does anyone have a blackberry they wanna get rid of?,136,442,0,335,Android,Blackberry
7710,Bailey_Jermy,Fri  01 Mar 2013 23:03:00 +0000,Twitter for Android,0,@JordClinton1 i havent got a blackberry why what did you want? X,226,1195,0,193,Android,Blackberry
7719,iam_youngace,Fri  01 Mar 2013 23:05:23 +0000,Twitter for Android,0,"Looool ""@AcesOnSpades: @iAmSorrell LMAOOOOOOOOOOOOOO abeg no crash her phone. Blackberry can't carry that much weight.""",847,69937,6,548,Android,Blackberry
7720,odeleee,Fri  01 Mar 2013 23:05:30 +0000,Twitter for Android,0,#blackberry #z10 #fail .. never saw complicated phone like #z10,398,2242,0,1197,Android,Blackberry
7729,clarkspo,Fri  01 Mar 2013 23:08:51 +0000,Twitter for Android,0,@brownbynatur @AlanJT26 @BlackBerry no native actually.. Stop hating because u have a shitty tallphone 5 lol,144,8389,0,371,Android,Blackberry
7730,ImamFauziHamran,Fri  01 Mar 2013 23:08:59 +0000,Twitter for Android,0,@stephanie_yrb pin blackberry?,391,6762,0,132,Android,Blackberry
7738,truk_ent100,Fri  01 Mar 2013 23:11:14 +0000,Twitter for Android,0,Blackberry playbook give away TRUK entertainment beach trip,25,99,0,12,Android,Blackberry
7739,KristensWife,Fri  01 Mar 2013 23:11:18 +0000,Twitter for Android,0,@Hadtobeyoukstew @TwiRobstenTay I used to love my BlackBerry so I know what you mean haha,1419,41095,2,902,Android,Blackberry
7740,nigel_preece,Fri  01 Mar 2013 23:11:36 +0000,Twitter for Android,0,Goodbye Blackberry...,20,433,0,53,Android,Blackberry
7743,hannahodonoghue,Fri  01 Mar 2013 23:12:17 +0000,Twitter for Android,0,@Arifgokmen no i cant! I feel like a blackberry bell end,949,17382,1,581,Android,Blackberry
7745,kaycouz31,Fri  01 Mar 2013 23:13:10 +0000,Twitter for Android,0,Good bye smartphone hello blackberry. http://t.co/eyh4QAEZsP,4,53,0,19,Android,Blackberry
7747,nickOConnor13,Fri  01 Mar 2013 23:13:16 +0000,Twitter for Android,0,@_CaitVictoriaa ohhhh noooo:-( when you get a charger you'll have the text:D samsung s2 chargers fit blackberry's:),458,2307,0,1024,Android,Blackberry
7760,caitlinannhass,Fri  01 Mar 2013 23:15:45 +0000,Twitter for Android,0,@jennafossey oh I wish I had that!! #BlackBerry bold for me:),96,866,0,198,Android,Blackberry
7762,vshookII,Fri  01 Mar 2013 23:16:53 +0000,Twitter for Android,0,"they still make these? ''Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/7FaRxjcVBi""",35,201,0,108,Android,Blackberry
7765,amirmohdidris,Fri  01 Mar 2013 23:17:26 +0000,Twitter for Android,0,"Life was much easier when BLACKBERRY and APPLE were just fruits!!!

MOTS: Nak Sarap Apa Pagi Ni ~ Mood Lapar",2,32,0,32,Android,Blackberry
7766,_bwilliam5,Fri  01 Mar 2013 23:17:32 +0000,Twitter for Android,0,@xo_kissmyKiCKS wassup with that blackberry?,1028,14661,1,806,Android,Blackberry
7768,PatWallace,Fri  01 Mar 2013 23:18:21 +0000,Twitter for Android,0,I won this for selling the most z10 BlackBerry http://t.co/ycOzNF4MVl,905,20749,33,681,Android,Blackberry
7769,JoshParkerXXX,Fri  01 Mar 2013 23:18:24 +0000,Twitter for Android,0,@RickyMathisXXX BlackBerry or Bareback. Lol x,433,905,1,518,Android,Blackberry
7774,katelllllynn,Fri  01 Mar 2013 23:19:56 +0000,Twitter for Android,0,"""@SwagPrice: Wait people still have blackberry phones? ????????"" blackberry was my life.",256,29308,2,167,Android,Blackberry
7775,Unsignd_Prodigy,Fri  01 Mar 2013 23:20:06 +0000,Twitter for Android,0,I plan on gettin that new blackberry sometime in April,283,7572,1,300,Android,Blackberry
7782,hannahodonoghue,Fri  01 Mar 2013 23:21:39 +0000,Twitter for Android,0,@Arifgokmen its still better than having a blackberry so im chilllllin,949,17385,1,581,Android,Blackberry
7791,Mikey_J99,Fri  01 Mar 2013 23:23:39 +0000,Twitter for Android,0,@Gino5778 @BlackBerry&lt;&gt; The galaxy S3 is hands down  the best phone I've ever owned.. But the choice is yours.. Choose wisely young padawan,106,1852,1,77,Android,Blackberry
7793,Danielle_888,Fri  01 Mar 2013 23:24:11 +0000,Twitter for Android,0,Love my new phone :-) bye bye blackberry,91,1235,0,137,Android,Blackberry
7796,ewhittle_,Fri  01 Mar 2013 23:25:02 +0000,Twitter for Android,0,Just need to find my blackberry now,329,5863,0,105,Android,Blackberry
7797,Floodboi777,Fri  01 Mar 2013 23:25:56 +0000,Twitter for Android,0,Blackberry's are crap. I'm glad i got rid of mine,617,16168,0,485,Android,Blackberry
7804,engsocyu,Fri  01 Mar 2013 23:27:41 +0000,Twitter for Android,0,Work in progress... #bb10 by @blackberry workshop happening now at @LassondeSchool LAS B. #yorku http://t.co/zDzRYX6nWZ,228,238,13,297,Android,Blackberry
7807,awwshucks89,Fri  01 Mar 2013 23:28:00 +0000,Twitter for Android,0,New blackberry z10 http://t.co/xRg70JkmfI,132,4390,1,133,Android,Blackberry
7808,Bs7arx,Fri  01 Mar 2013 23:28:13 +0000,Twitter for Android,0,@1977hayat hey it is my pleasure to be able to add in my blackberry and u havr some nice pics,27,36,0,466,Android,Blackberry
7810,awwshucks89,Fri  01 Mar 2013 23:29:11 +0000,Twitter for Android,0,New blackberry z10 released late March Early April http://t.co/UZGQRd4CzX,132,4392,1,133,Android,Blackberry
7812,wimpyastronaut,Fri  01 Mar 2013 23:29:15 +0000,Twitter for Android,0,I dont miss my blackberry,254,7382,0,298,Android,Blackberry
7814,hussam_o_r,Fri  01 Mar 2013 23:29:22 +0000,Twitter for Android,0,Shrinking your BlackBerry OS with BB Boss http://t.co/fA9XJDSKju,64,162,0,96,Android,Blackberry
7821,JohnQRoberts99,Fri  01 Mar 2013 23:32:02 +0000,Twitter for Android,0,@makeitmio It is good. I'm drinking cherry blackberry now. :-),35,270,0,220,Android,Blackberry
7825,alevargas11,Fri  01 Mar 2013 23:32:38 +0000,Twitter for Android,0,Vendo Blackberry torch 9860 $350 @TweetsdePromo @MercadoLibreEc @CompraVentaEc,68,475,1,71,Android,Blackberry
7830,DilrajSadhera,Fri  01 Mar 2013 23:34:03 +0000,Twitter for Android,0,Not having a blackberry is one of the best things ever,430,11128,0,294,Android,Blackberry
7833,whitneyraemintz,Fri  01 Mar 2013 23:34:41 +0000,Twitter for Android,0,Finally got rid of the  blackberry!!!,175,1275,0,271,Android,Blackberry
7834,lizzyyyyx,Fri  01 Mar 2013 23:34:54 +0000,Twitter for Android,0,Don't miss my BlackBerry  but miss bbm,1361,55547,31,1011,Android,Blackberry
7840,LiaAvanzato,Fri  01 Mar 2013 23:36:30 +0000,Twitter for Android,0,Need my blackberry  life is so boring...,63,151,0,49,Android,Blackberry
7842,OliviaBarbs,Fri  01 Mar 2013 23:36:49 +0000,Twitter for Android,0,"Hate walking round oxford and get the classic line ""wotz ur bb babes"" 1) I do dont have a BlackBerry 2) fuck off and 3) talk English.",1637,18051,2,892,Android,Blackberry
7844,flavorfusion200,Fri  01 Mar 2013 23:37:03 +0000,Twitter for Android,0,Blackberry Farm's Duck and Dumplings Recipe http://t.co/UDyi4AOicB via @Gilt,1114,12815,18,1649,Android,Blackberry
7845,_KellyEvans,Fri  01 Mar 2013 23:37:09 +0000,Twitter for Android,0,Blackberry iced tea is the reg,351,10610,1,549,Android,Blackberry
12573,inpoco,Fri  01 Mar 2013 19:13:06 +0000,UberSocial for Android,0,I really miss my blackberry. This is not a good ti,198,19308,1,122,Android,Blackberry
12574,KawahPutih_ID,Fri  01 Mar 2013 19:57:40 +0000,UberSocial for Android,0,Brp an om RT @just27jayz Wts blackberry style 9670 new BM @KawahPutih_ID @Cornering_Indo http://t.co/0PGYmhuJD1,175,1395,0,479,Android,Blackberry
12575,Cristaliano,Fri  01 Mar 2013 21:05:48 +0000,UberSocial for Android,0,@Krisztiiiii i like it  better than blackberry  which forever trolling me ei,100,9431,1,105,Android,Blackberry
12582,TimUdinski,Fri  01 Mar 2013 22:32:15 +0000,UberSocial for Android,0,Yahoo Does Some Spring Cleaning: Shuts Down Avatars  App Search  Sports IQ  Clues  Updates API And Its BlackBerry App http://t.co/Dcg1QTM1vH,67,1990,0,59,Android,Blackberry
14868,muchungwa,Fri  01 Mar 2013 19:28:31 +0000,  HTC Peep,0,RT @peter_trus U Got Her A Blackberry for her birthday And she Asks u what About the Memory Card....Just Collect the Fone back !!!!,101,1637,2,113,Android,Blackberry
14906,AndroidNewsTop,Fri  01 Mar 2013 22:27:45 +0000,AndroidNewsTop,0,BlackBerry Says Z10 Appeals to Platform Newbies - All Things Digital http://t.co/ptu5QzJXQF,1698,11064,33,1099,Android,Blackberry
15177,sixtina,Fri  01 Mar 2013 22:15:41 +0000,Carbon for Android,0,Oh. Das BlackBerry Team springt. #wok_wm,656,26091,39,611,Android,Blackberry
16333,HKain7,Fri  01 Mar 2013 20:54:11 +0000,Falcon Pro,0,Possibly the happiest person on earth knowing that my @BlackBerry Z10 comes in on Monday #TeamBlackBerry #BB10 #BB10Believe,179,9066,1,180,Android,Blackberry
16342,shawnmccrea,Fri  01 Mar 2013 22:38:04 +0000,Falcon Pro,0,@Pokerclack buy a BlackBerry yet? #z10sucks,101,4212,0,114,Android,Blackberry
16345,Ichi_Bear,Fri  01 Mar 2013 23:16:09 +0000,Falcon Pro,0,BlackBerry pushes out first BB10 software update with performance  camera improvements http://t.co/9Ouu9hNv6p,309,27536,2,703,Android,Blackberry
16347,joenewmans,Fri  01 Mar 2013 18:47:19 +0000,FalconPro,0,I think is my BlackBerry after 6 months of not using it http://t.co/vu3Jz3dRU7,417,17829,1,430,Android,Blackberry
16352,GodettBoy,Fri  01 Mar 2013 22:51:08 +0000,FalconPro,0,OK I'm legit considering the BlackBerry Z10 to get back on the BB scene. That's bad?,20169,5772,5,1152,Android,Blackberry
18439,cosmasnwagwu,Fri  01 Mar 2013 18:39:31 +0000,News24 Android App,0,Controversial pastor killed outside court http://t.co/KJViSFGmVF (Sent via News24 BlackBerry app),0,1,0,0,Android,Blackberry
18440,tnoelm,Fri  01 Mar 2013 18:41:49 +0000,News24 Android App,0,Florida man swallowed by sudden sinkhole http://t.co/U6qDN9o2KY (Sent via News24 BlackBerry app),13,833,0,15,Android,Blackberry
18441,Gidadoarsenal,Fri  01 Mar 2013 19:09:54 +0000,News24 Android App,0,APC donates N200m to Boko Haram victims http://t.co/6N5OvW0N0P (Sent via News24 BlackBerry app),17,81,0,190,Android,Blackberry
18442,IjayOzegbe,Fri  01 Mar 2013 19:10:47 +0000,News24 Android App,0,Court clears Jonathan for 2015 election http://t.co/agH4e4cwu9 (Sent via News24 BlackBerry app),113,4678,0,64,Android,Blackberry
18443,IjayOzegbe,Fri  01 Mar 2013 19:13:51 +0000,News24 Android App,0,Police Games: IG orders adequate security in PH http://t.co/YHMyTRsZr4 (Sent via News24 BlackBerry app),113,4679,0,64,Android,Blackberry
18444,Gidadoarsenal,Fri  01 Mar 2013 19:14:36 +0000,News24 Android App,0,NDLEA nabs drug peddlers in Kaduna http://t.co/LfWnRtWWvx (Sent via News24 BlackBerry app),17,82,0,190,Android,Blackberry
18445,IjayOzegbe,Fri  01 Mar 2013 19:14:55 +0000,News24 Android App,0,Hip hop act  Damino Damoche shot dead http://t.co/91iOQSfQaf (Sent via News24 BlackBerry app),113,4680,0,64,Android,Blackberry
18446,fhamura,Fri  01 Mar 2013 19:15:42 +0000,News24 Android App,0,The 5 rules of sexting http://t.co/Ptg8kIIX4H (Sent via News24 BlackBerry app),1,10,0,6,Android,Blackberry
18447,LizelleHeuer,Fri  01 Mar 2013 19:23:12 +0000,News24 Android App,0,Woman claims cop shop rape http://t.co/1Bujajibnl (Sent via News24 BlackBerry app),37,209,0,268,Android,Blackberry
18448,JrRoyLungsta,Fri  01 Mar 2013 19:31:15 +0000,News24 Android App,0,British Cops asked to stop using dead kids' IDs http://t.co/E8I6z3vsRT (Sent via News24 BlackBerry app),91,1807,0,231,Android,Blackberry
18449,Na3nti,Fri  01 Mar 2013 19:49:43 +0000,News24 Android App,0,Joan Rivers disses Adele http://t.co/kLOssn3TIc (Sent via News24 BlackBerry app),3,20,0,40,Android,Blackberry
18450,xolasande_debe,Fri  01 Mar 2013 19:49:57 +0000,News24 Android App,0,haibo.. Florida man swallowed by sudden sinkhole http://t.co/jm226Y2RpS (Sent via News24 BlackBerry app),79,1961,1,185,Android,Blackberry
18451,EloiseBa87,Fri  01 Mar 2013 19:50:12 +0000,News24 Android App,0,Florida man swallowed by sudden sinkhole http://t.co/XAIo1DpxgV (Sent via News24 BlackBerry app),352,894,1,752,Android,Blackberry
18452,Pierretwiet,Fri  01 Mar 2013 19:58:23 +0000,News24 Android App,0,Ivory laundering in Thailand http://t.co/0WtN9x6WYe (Sent via News24 BlackBerry app),2,41,0,9,Android,Blackberry
18453,RSApolitics,Fri  01 Mar 2013 19:59:24 +0000,News24 Android App,0,Legal advice sought over North West water http://t.co/9Rlfw3ov6O (Sent via News24 BlackBerry app),15886,15114,162,3328,Android,Blackberry
18454,jackjefferson68,Fri  01 Mar 2013 20:08:02 +0000,News24 Android App,0,@adelletwit More power cuts expected for Alberton http://t.co/3o5o72HjiQ (Sent via News24 BlackBerry app),7,61,0,21,Android,Blackberry
18455,Na3nti,Fri  01 Mar 2013 20:11:11 +0000,News24 Android App,0,7 benefits of being in love http://t.co/XzLxH1738A (Sent via News24 BlackBerry app),3,22,0,41,Android,Blackberry
18456,MboBW,Fri  01 Mar 2013 20:12:42 +0000,News24 Android App,0,"Phane? ""94kg of caterpillars seized at airport"" http://t.co/5EvhWeielO (Sent via News24 BlackBerry app)",156,2275,1,276,Android,Blackberry
18457,Syphonix91,Fri  01 Mar 2013 20:14:07 +0000,News24 Android App,0,Ex-5FM DJ Phil Wright found dead http://t.co/ChhFHHsz9N (Sent via News24 BlackBerry app),19,121,0,76,Android,Blackberry
18458,Syphonix91,Fri  01 Mar 2013 20:15:24 +0000,News24 Android App,0,SANZAR: Bulls 'try' no try http://t.co/hhGV3rBo0l (Sent via News24 BlackBerry app),19,122,0,76,Android,Blackberry
18459,MichelinaMicky,Fri  01 Mar 2013 20:17:53 +0000,News24 Android App,0,Brutality case: Suspects to stay in custody http://t.co/WEYeoMKpZu (Sent via News24 BlackBerry app),0,1,0,2,Android,Blackberry
18460,oguguo28,Fri  01 Mar 2013 20:28:45 +0000,News24 Android App,0,Who Killed These People and Why? http://t.co/0f6HJoGrGJ (Sent via News24 BlackBerry app),1,47,0,2,Android,Blackberry
18461,mmakgomomogoane,Fri  01 Mar 2013 20:30:43 +0000,News24 Android App,0,Premier pledges support for taxi driver's son http://t.co/HLkdj4WBkO (Sent via News24 BlackBerry app),5,35,0,12,Android,Blackberry
18462,marcovr93,Fri  01 Mar 2013 20:35:02 +0000,News24 Android App,0,Suspected rhino poachers stay in custody http://t.co/C0qdU1wfix (Sent via News24 BlackBerry app),34,1426,0,152,Android,Blackberry
18463,salimsani18,Fri  01 Mar 2013 20:35:17 +0000,News24 Android App,0,Court clears Jonathan for 2015 election http://t.co/HiuwrMag8q (Sent via News24 BlackBerry app),39,372,0,105,Android,Blackberry
18464,RuqRuqayya,Fri  01 Mar 2013 20:35:43 +0000,News24 Android App,0,Mars rover analysing Mars rock http://t.co/GV0zVKKKJ4 (Sent via News24 BlackBerry app),0,1,0,3,Android,Blackberry
18465,salimsani18,Fri  01 Mar 2013 20:36:44 +0000,News24 Android App,0,APC donates N200m to Boko Haram victims http://t.co/oqyIc9cbrl (Sent via News24 BlackBerry app),39,373,0,105,Android,Blackberry
18467,AbisoDanna,Fri  01 Mar 2013 20:40:23 +0000,News24 Android App,0,Court clears Jonathan for 2015 election http://t.co/tpQDhyfLBT (Sent via News24 BlackBerry app),15,130,0,131,Android,Blackberry
18468,lastdone,Fri  01 Mar 2013 20:51:15 +0000,News24 Android App,0,Kim Kardashian  Kanye moving to Paris http://t.co/l1kKDxc404 (Sent via News24 BlackBerry app),5,20,0,13,Android,Blackberry
18469,lastdone,Fri  01 Mar 2013 20:51:55 +0000,News24 Android App,0,Chris Brown: I regret attacking Rihanna http://t.co/5viK3iyWMv (Sent via News24 BlackBerry app),5,21,0,13,Android,Blackberry
18470,divaneny22,Fri  01 Mar 2013 21:08:40 +0000,News24 Android App,0,APC donates N200m to Boko Haram victims http://t.co/qpeH5P1G2F (Sent via News24 BlackBerry app),5,9,0,54,Android,Blackberry
18471,odette_roper,Fri  01 Mar 2013 21:17:57 +0000,News24 Android App,0,"Yuck!!! 



94kg of caterpillars seized at airport http://t.co/zHNUbo1U5f (Sent via News24 BlackBerry app)",498,1560,10,307,Android,Blackberry
18472,divaneny22,Fri  01 Mar 2013 21:18:45 +0000,News24 Android App,0,Giggs signs new one-year deal http://t.co/5KpQ8JJwQR (Sent via News24 BlackBerry app),5,10,0,54,Android,Blackberry
18473,FowosereOrobo,Fri  01 Mar 2013 21:54:19 +0000,News24 Android App,0,Hip hop act  Damino Damoche shot dead http://t.co/1YT3zE922A (Sent via News24 BlackBerry app),2,9,0,20,Android,Blackberry
18474,agathaos1,Fri  01 Mar 2013 21:56:27 +0000,News24 Android App,0,Okay: Court postpones sentence http://t.co/uPUBKy1eos (Sent via News24 BlackBerry app),2,2,0,12,Android,Blackberry
18475,MaKhumzee,Fri  01 Mar 2013 22:21:39 +0000,News24 Android App,0,94kg of caterpillars seized at airport http://t.co/rUcRE3HoP0 (Sent via News24 BlackBerry app),106,2969,0,281,Android,Blackberry
18476,ngdesire,Fri  01 Mar 2013 22:23:23 +0000,News24 Android App,0,Kim Kardashian  Kanye moving to Paris http://t.co/sJAGYhjuw5 (Sent via News24 BlackBerry app),1826,6385,2,1958,Android,Blackberry
18477,ngdesire,Fri  01 Mar 2013 22:24:50 +0000,News24 Android App,0,Ja Rule back in jail http://t.co/DGROCqvmBk (Sent via News24 BlackBerry app),1826,6386,2,1958,Android,Blackberry
18478,ngdesire,Fri  01 Mar 2013 22:27:10 +0000,News24 Android App,0,Rihanna granted restraining order http://t.co/VhL7ASypOQ (Sent via News24 BlackBerry app),1826,6387,2,1958,Android,Blackberry
18479,koena23,Fri  01 Mar 2013 22:46:59 +0000,News24 Android App,0,Price hikes 'threaten' food security http://t.co/fHu3GEuJxc (Sent via News24 BlackBerry app),103,2488,0,100,Android,Blackberry
18904,walid_a_kamal,Fri  01 Mar 2013 19:05:08 +0000,Plume??for??Android,0,"BlackBerry Z10 gets first software update  with 5 improvements



http://t.co/B6WEbSojsc",846,10418,3,425,Android,Blackberry
18919,konyinsol_A,Fri  01 Mar 2013 20:21:23 +0000,Plume??for??Android,0,"U sha b sold for #100 mtn ??@yoitsdeuce Cc konyinsol_A ""@Iam_volltz: Cc that ur friend you Can Sell for a blackberry charger ?""??",1360,28661,8,1080,Android,Blackberry
18923,BadSkinWavyHair,Fri  01 Mar 2013 21:01:21 +0000,Plume??for??Android,0,We got pau gasol for a blackberry trackball and some mcchickens,1341,203303,28,826,Android,Blackberry
18945,stannyHA,Fri  01 Mar 2013 23:13:35 +0000,Plume??for??Android,0,#BlackBerry 10 tablet rumour quashed  PlayBook users awaiting #BB10 update. http://t.co/5Fj6OzItFe #tech,429,47515,8,240,Android,Blackberry
21212,_DTFL,Fri  01 Mar 2013 18:42:13 +0000,TweetCaster for Android,0,I want a Blackberry,352,13065,8,486,Android,Blackberry
21217,FrontMasterFlex,Fri  01 Mar 2013 19:06:22 +0000,TweetCaster for Android,0,Son. Blackberry lemonade from Einsteins is sooooo GOOD!,561,57701,8,380,Android,Blackberry
21222,kingnugs,Fri  01 Mar 2013 19:26:13 +0000,TweetCaster for Android,0,Lol sorry b Ay's car swallowed my blackberry  just got it back. Nah I'm out now with sam nd some others  I'll holla when I get into sch.,143,861,0,112,Android,Blackberry
21227,pdon1978,Fri  01 Mar 2013 19:39:58 +0000,TweetCaster for Android,0,@BuffSausageKing @FZBones62 blackberry brandy reminds me of getting hammered at bills when I was a teen #livingtheLackawannalifestyle,73,3302,0,489,Android,Blackberry
21231,mytechood,Fri  01 Mar 2013 20:12:47 +0000,TweetCaster for Android,0,BlackBerry Z10 gets first software update  with 5 improvements http://t.co/gLLZHimPgw via @gigaom #BBRY #Blackberry #B10 #Z10,13,78,0,53,Android,Blackberry
21234,SantanaDaDawg,Fri  01 Mar 2013 20:17:40 +0000,TweetCaster for Android,0,@Tomdristhood Go flush your blackberry in the toilet! XD,221,1008,0,228,Android,Blackberry
21235,324_LadySanchez,Fri  01 Mar 2013 20:21:10 +0000,TweetCaster for Android,0,How ironic my bae been wanting a black berry &amp; his touch screen phone get stolen &amp;&amp; he end up w/ a blackberry !,785,53355,1,686,Android,Blackberry
21240,MegaMaine,Fri  01 Mar 2013 20:28:23 +0000,TweetCaster for Android,0,@_Gitanita @BAlex_Black so yall don't luh me no mo  cool I got old biddies anyway *pulls out old blackberry and scrolls throu bbm*,144,27856,2,243,Android,Blackberry
21244,itzNuksblaze,Fri  01 Mar 2013 20:55:53 +0000,TweetCaster for Android,0,@kanye_west_son eeerrrmmm....dey can block ma blackberry too wai.jux need to go to their offices,676,56826,5,582,Android,Blackberry
21247,scoffer,Fri  01 Mar 2013 21:02:04 +0000,TweetCaster for Android,0,Adventures of a BlackBerry virgin part 1 ? ma blackberry too wai.jux need to go to their,312,10861,12,512,Android,Blackberry
21248,Sirius_216,Fri  01 Mar 2013 21:02:43 +0000,TweetCaster for Android,0,Bouta go cop this blackberry tho,272,14818,1,259,Android,Blackberry
21249,TerriShana,Fri  01 Mar 2013 21:04:02 +0000,TweetCaster for Android,0,Over this phone....I want that New blackberry!!,153,9444,0,134,Android,Blackberry
21271,Rojohead_beauty,Fri  01 Mar 2013 22:54:36 +0000,TweetCaster for Android,0,No more blackberry! Thank you God! Lol.,217,6105,0,254,Android,Blackberry
21274,nexjenn,Fri  01 Mar 2013 23:05:09 +0000,TweetCaster for Android,0,@ThunderS7ruck I thought you got rid of that stupid blackberry!!,122,4511,0,48,Android,Blackberry
21685,_WSBG,Fri  01 Mar 2013 19:19:24 +0000,twicca,0,Thought bout trading for the new blackberry tho,2452,62082,80,257,Android,Blackberry
21704,OfficiallyELO,Fri  01 Mar 2013 21:32:21 +0000,Twidroyd for Android,0,Blackberry molasses....hahaaaaa,774,23359,8,1173,Android,Blackberry
21750,TommyP365,Fri  01 Mar 2013 18:40:10 +0000,Twitter for Android,0,"2007 is thrilled to hear it! #goodluckwiththat ""@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA.""",472,13051,11,221,Android,Blackberry
21751,robbartlett75,Fri  01 Mar 2013 18:40:37 +0000,Twitter for Android,0,@mattpye69 they gave me a BlackBerry Curve. feels like I'm back in the 90s. otherwise all good. Best to you all,54,132,0,175,Android,Blackberry
21752,masontye1,Fri  01 Mar 2013 18:40:38 +0000,Twitter for Android,0,Just got my new phone and I don't know if I like it I might go back to blackberry,79,30,0,127,Android,Blackberry
21754,mmc_21_,Fri  01 Mar 2013 18:41:03 +0000,Twitter for Android,0,Leaving the blackberry world! #Finally,188,654,0,302,Android,Blackberry
21756,uKNO_iROC,Fri  01 Mar 2013 18:41:10 +0000,Twitter for Android,0,"""@KvonBerrenger: Get us 2 of em RT @uKNO_iROC: I wonder what that # BlackBerry 10 be like"" fuck that",8034,97440,84,4890,Android,Blackberry
21759,magikyul,Fri  01 Mar 2013 18:42:58 +0000,Twitter for Android,0,This 16 year old boy won't stop typing on his blackberry and it is so annoying.,483,71701,13,113,Android,Blackberry
