id,predicted,text
5556,n,The Awkward moment when you press a button on a toy in a store?? and you can??t get it to SHUT UP!!
 
-via Awkward Moments for Android
5557,u,I'm playing Mystery Manor on #Android! Join me in this adventure! http://t.co/RFr2Akhg4c #androidgames #gameinsight http://t.co/qkpuhLxOKd
5574,u,I've harvested 519 of food! http://t.co/6XcwTrgWLT #android  #androidgames  #gameinsight
5576,u,I've collected 488 gold coins! http://t.co/tGylF01iSI #android  #androidgames  #gameinsight
5579,u,I have Altar of Feelings on my island! Now my island is even more awesome! http://t.co/8bYNh9Kk0Q #android  #androidgames  #gameinsight
5584,u,Look what I have caught! http://t.co/OuA0aTFEjM #Android #AndroidGames #gameinsight #drimmi http://t.co/GdFYSzfHy3
5587,u,The awkward moment when you walk up to your group of friends and they all stop talking.
 
-via Awkward Moments for Android
5595,u,I have Dino`s Lair on my island! Now my island is even more awesome! http://t.co/qci5dvJWGG #android  #androidgames  #gameinsight
5598,u,I have Police on my island! Now my island is even more awesome! http://t.co/R2f0lEFDJT #android  #androidgames  #gameinsight
5605,n,The awkward moment when your mother reads the stuff you wrote about her in your diary.
 
-via Awkward Moments for Android
5606,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/YgGLXvBt7T
5607,u,I have completed the quest 'Destroy the Igloo.' in the #Android game The Tribez. http://t.co/EiwcWK5har #androidgames  #gameinsight
5624,u,I have completed the quest 'Find 5 stone tablets.' in the #Android game The Tribez. http://t.co/QkPv4J9fE4 #androidgames  #gameinsight
5627,u,I've collected 2 250 gold coins! http://t.co/tGylF01iSI #android  #androidgames  #gameinsight
5628,u,Start playing Paradise Island on Android http://t.co/vph6mZw4db #Android #Androidgames #Gameinsight http://t.co/yebl5mzstO
5632,u,I have completed the quest 'Build Dino`s Lair' in the #Android game The Tribez. http://t.co/kD9Sh6yVIC #androidgames  #gameinsight
5649,u,I've been #Turbanized with Turbanizer for Android http://t.co/J07heRTBbh http://t.co/qi7oBl5aKi
5684,p,If Chuck Norris writes an Android app  he will sure use Inmersi??n SDK for double punch! Check ir out! @HapticsDev
5692,u,I've collected 1 005 gold coins! http://t.co/eTgE7eHBtz #android  #androidgames  #gameinsight
5694,u,@falcon_android Successful updated! Thanks for amazing app)
5705,u,Chrome for #Android update brings improved scrolling performance #tech #news
5710,p,Shellrazer is the most amazing android game I have ever played! Unique game play. I am inclined to buy the full version.
5727,u,I've harvested 1 950 of food! http://t.co/8lt5DgwHrO #android  #androidgames  #gameinsight
5728,u,I've harvested 840 of food! http://t.co/BxAWAS8aLd #android  #androidgames  #gameinsight
5733,u,I've harvested 1 290 of food! http://t.co/8lt5DgwHrO #android  #androidgames  #gameinsight
5735,n,@Lucyayres69 no babe android  u?
5736,u,I've just received an achievement: Piastres owner http://t.co/UCs5xtAZvm #Android #Androidgames #Gameinsight
5738,u,I've collected 1 468 gold coins! http://t.co/EOBEBI8Mhg #android  #androidgames  #gameinsight
5739,n,@KapanduH android is the moment
5749,n,Explaining the Google Settings icon on your Android device - - http://t.co/iPbhU79ml5
5751,u,I've been #Turbanized with Turbanizer for Android http://t.co/J07heRTBbh http://t.co/JQtaHoj0H7
5753,u,I've collected 540 gold coins! http://t.co/6e1bcZliSJ #android  #androidgames  #gameinsight
5754,u,Start playing Paradise Island on Android http://t.co/0sVhjFjASv #Android #Androidgames #Gameinsight http://t.co/c7LxnbayTd
5758,u,@Jaxidian please RT @CamDroid: For Sale: Swappa (Android) listing for Galaxy Nexus (Verizon): $260 http://t.co/xU9TCEoNm1 via @swappa
5759,u,I've collected 19 537 gold coins! http://t.co/xZKSzwcaWL #android  #androidgames  #gameinsight
5784,u,I have completed the quest 'Drive away 7 Murlods.' in the #Android game The Tribez. http://t.co/ykbBDAb1Qb #androidgames  #gameinsight
5786,u,I've collected 2 025 gold coins! http://t.co/6e1bcZliSJ #android  #androidgames  #gameinsight
5790,p,@falcon_android noooo! never works correctly for me. always tweet position is wrong.
5792,u,I've collected 24 193 gold coins! http://t.co/jpWPVTgThY #android  #androidgames  #gameinsight
5793,u,I've collected 18 345 gold coins! http://t.co/NadPhM9sZ1 #android  #androidgames  #gameinsight
5814,u,I've collected 37 975 gold coins! http://t.co/NadPhM9sZ1 #android  #androidgames  #gameinsight
5825,u,I have just reached level 19 in My Railway! You can get it for FREE on #Android! http://t.co/R9HhpwIDio #androidgames #gameinsight
5828,u,I've harvested 500 of food! http://t.co/sxr2Qwl3oB #android  #androidgames  #gameinsight
5831,u,I've collected 1 520 gold coins! http://t.co/iiuSn12uhe #android  #androidgames  #gameinsight
5836,u,Can't wait for Android release!
RT @bluecrowmedia: Positive feedback from people testing the Android version of @CraftBeerLondon. #craftbeer
5837,u,I've harvested 506 of food! http://t.co/Ftlgrb1JpX #android  #androidgames  #gameinsight
5838,u,I've collected 11 116 gold coins! http://t.co/xZKSzwcaWL #android  #androidgames  #gameinsight
5856,u,I have completed the quest 'Raze the Murlods` ...' in the #Android game The Tribez. http://t.co/isd0zgnxff #androidgames  #gameinsight
5859,u,I've harvested 170 of food! http://t.co/asjwTfXULR #android  #androidgames  #gameinsight
5860,u,I've collected 940 gold coins! http://t.co/8W0t6UPcOw #android  #androidgames  #gameinsight
5862,u,I have Patch on my island! Now my island is even more awesome! http://t.co/Iyt7DwIAkl #android  #androidgames  #gameinsight
5865,u,I've harvested 90 of food! http://t.co/n3ieSUfzQr #android  #androidgames  #gameinsight
5866,u,I've collected 34 gold coins! http://t.co/4DK4hp7cUJ #android  #androidgames  #gameinsight
5867,u,I've collected 13 355 gold coins! http://t.co/l4oAjv76Yq #android  #androidgames  #gameinsight
5890,u,I've been #Turbanized with Turbanizer for Android http://t.co/J07heRTBbh http://t.co/qCZS2yL2ls
5891,u,I've collected 17 390 gold coins! http://t.co/l4oAjv76Yq #android  #androidgames  #gameinsight
5892,p,@_A_Rulez Hey  can you suggest me an android application for editing MS Excel / word documents on my Note 2.
5900,n,@gamesTMmag Playing Another World on android (20th anniversary edition). I remember it being too hard when I was a nipper - love it now!
5901,u,I've collected 10 987 gold coins! http://t.co/icvrrEeW3o #android  #androidgames  #gameinsight
5924,u,I have reached level 4 in The Tribez! Join in and try to overtake me! http://t.co/AsNMfaJgKm #android  #androidgames  #gameinsight
5928,u,I have Hut on my island! Now my island is even more awesome! http://t.co/Iyt7DwIAkl #android  #androidgames  #gameinsight
5948,u,I've earned a new achievement: `Cleaner`. Try to beat me in the #Android game The Tribez! http://t.co/Log9dV0WBA #androidgames  #gameinsight
5950,u,I have completed the quest 'Upgrade 2 Warehous...' in the #Android game The Tribez. http://t.co/zwnpAOe6Pw #androidgames  #gameinsight
5953,u,I've harvested 4 of food! http://t.co/7JJYjeLlGx #android  #androidgames  #gameinsight
5954,u,I've collected 486 gold coins! http://t.co/TsQ2aAWAMs #android  #androidgames  #gameinsight
5968,p,Hi  check out this new Weather App for Android by Yahoo! http://t.co/Bjyf2LkPHm
5969,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/jWuZYbHpMl
5974,u,I've harvested 30 of food! http://t.co/7JJYjeLlGx #android  #androidgames  #gameinsight
5976,n,#Budget2013 was hoping it ll make paid premium android games a littl cheaper but it didnt...huh #fail
5994,u,I've been #Turbanized with Turbanizer for Android http://t.co/J07heRTBbh http://t.co/yoK3Ke2Cwa
5999,u,I've harvested 100 of food! http://t.co/7JJYjeLlGx #android  #androidgames  #gameinsight
6003,u,I have completed the quest 'Buy the territory ...' in the #Android game The Tribez. http://t.co/KC0HqYpUCG #androidgames  #gameinsight
6004,u,I have discovered a new territory in The Tribez! http://t.co/I9bgKGo1nO #android  #androidgames  #gameinsight
6005,u,I've harvested 157 of food! http://t.co/e33auvA5qp #android  #androidgames  #gameinsight
6007,u,I've collected 546 gold coins! http://t.co/fXI0S3mYGx #android  #androidgames  #gameinsight
6008,u,I have completed the quest 'Pumpkin feast.' in the #Android game The Tribez. http://t.co/LAdcTsQGtc #androidgames  #gameinsight
6036,u,I've collected 344 gold coins! http://t.co/4DK4hp7cUJ #android  #androidgames  #gameinsight
6048,u,I have completed the quest 'Upgrade and start ...' in the #Android game The Tribez. http://t.co/KC0HqYpUCG #androidgames  #gameinsight
6051,u,I have completed the quest 'Find guitars  mara...' in the #Android game The Tribez. http://t.co/HLXqXVIdBS #androidgames  #gameinsight
6052,u,I've collected 15 223 gold coins! http://t.co/l4oAjv76Yq #android  #androidgames  #gameinsight
6055,u,I've harvested 457 of food! http://t.co/MZcZrCu5bf #android  #androidgames  #gameinsight
6056,n,Why does twitter android turn links in tweets into t.co links which I can't open when on the go? Grrr.
6057,p,Android : Chrome 25  tout pour les performances http://t.co/n9OsaF2XhG
6072,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/o8ZMu4j390
6075,u,I have just reached level 22 in My Railway! You can get it for FREE on #Android! http://t.co/vtMkH6wo1S #androidgames #gameinsight
6078,u,I've harvested 10 of food! http://t.co/7xdlgHPaHE #android  #androidgames  #gameinsight
6094,u,I have Coffee Tree on my island! Now my island is even more awesome! http://t.co/0WtiET6SRN #android  #androidgames  #gameinsight
6096,u,I have completed the quest 'Deliver 200 Corals.' in the #Android game The Tribez. http://t.co/AkCtX6364C #androidgames  #gameinsight
6099,u,I opened the new region 5 in My Railway! Download the game for free on #Android! http://t.co/vtMkH6wo1S #androidgames #gameinsight
6101,u,Lol the alarms for android are pretty sick lol. #killbill #007 #spongebob
6103,u,I have completed the quest 'Fulfill the villag...' in the #Android game The Tribez. http://t.co/isd0zgnxff #androidgames  #gameinsight
6106,u,I've harvested 30 of food! http://t.co/7xdlgHPaHE #android  #androidgames  #gameinsight
6137,u,Tweeting from Android App at Feb 28  2013 3:00:40 PM
6138,n,@snatch316 @Berryfix you would follow the lead of the Android era.  alas for BB fans Research shows that majority use less than 200Mb/month
6148,u,I've harvested 426 of food! http://t.co/7xdlgHPaHE #android  #androidgames  #gameinsight
6149,u,I've harvested 1 280 of food! http://t.co/sxr2Qwl3oB #android  #androidgames  #gameinsight
6160,u,I've collected 15 200 gold coins! http://t.co/UmJAw3Qvdm #android  #androidgames  #gameinsight
6164,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/07gN075wSW
6168,u,Start playing Paradise Island on Android http://t.co/YJ1gVfnuou #Android #Androidgames #Gameinsight http://t.co/eNQ6QTCRmp
6183,u,Start playing Paradise Island on Android http://t.co/YJ1gVfnuou #Android #Androidgames #Gameinsight http://t.co/qyy6pEXIbA
6185,p,Welcome to android bat...
6186,u,I've collected 17 300 gold coins! http://t.co/fMIU9SaH0F #android  #androidgames  #gameinsight
6191,u,I reached the new city of Roga in My Railway on #Android! Come for a visit :) http://t.co/vtMkH6wo1S #androidgames #gameinsight
6194,u,I earned Gold achievement ''Brigadier'' in My Railway for #Android! Jealous yet? http://t.co/vtMkH6wo1S #androidgames #gameinsight
6215,u,Play #Android #Apps on Desktop using BlueStacks. http://t.co/BaXO8nDR7n
6216,u,I have Mail Box on my island! Now my island is even more awesome! http://t.co/MUzXdy5sRy #android  #androidgames  #gameinsight
6221,u,Start playing Paradise Island on Android http://t.co/YJ1gVfnuou #Android #Androidgames #Gameinsight http://t.co/rU244GoxUT
6224,u,I have completed the quest 'Build 2 Nice Huts' in the #Android game The Tribez. http://t.co/wLX6R9kqX9 #androidgames  #gameinsight
6239,u,Start playing Paradise Island on Android http://t.co/YJ1gVfnuou #Android #Androidgames #Gameinsight http://t.co/wxoLGnrqiS
6240,u,I've collected 7 311 gold coins! http://t.co/quxYkLSWH2 #android  #androidgames  #gameinsight
6245,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/YXHEfds5cg
6251,u,I have completed the quest 'Establish postal c...' in the #Android game The Tribez. http://t.co/AkCtX6364C #androidgames  #gameinsight
6253,u,I've collected 14 181 gold coins! http://t.co/iiuSn12uhe #android  #androidgames  #gameinsight
6272,u,I have completed the quest 'Upgrade the Ancien...' in the #Android game The Tribez. http://t.co/wLX6R9kqX9 #androidgames  #gameinsight
6274,u,I've collected 55 405 gold coins! http://t.co/NadPhM9sZ1 #android  #androidgames  #gameinsight
6275,u,I have completed the quest 'The Chief rests  r...' in the #Android game The Tribez. http://t.co/AkCtX6364C #androidgames  #gameinsight
6286,n,Samsung to Launch Passbook Equivalent with new Wallet App - #android http://t.co/bnoh34Sk76
6289,p,@_rafadnan 4 pics 1 word. Not sure if its available on android store
6290,u,I've collected 44 120 gold coins! http://t.co/NadPhM9sZ1 #android  #androidgames  #gameinsight
6291,u,I've collected 1 111 gold coins! http://t.co/fXI0S3mYGx #android  #androidgames  #gameinsight
6309,u,I've harvested 1 034 of food! http://t.co/Oxxs8zatlT #android  #androidgames  #gameinsight
6310,u,I've collected 41 220 gold coins! http://t.co/fMIU9SaH0F #android  #androidgames  #gameinsight
6315,u,I've just received an achievement: Tax Collector http://t.co/1xQW3aKsQf #Android #Androidgames #Gameinsight
6316,u,Falcon Pro deals with token limit woe  goes back on sale for $1.9 #android #googleplay  - http://t.co/GJ1jv0svqB http://t.co/xDTgOyB4lN
6318,u,?@androidcentral Google working on experimental 3.8 Linux kernel for Android http://t.co/38MiCQ0fLk #android? awesome news!!!!
6321,u,I've collected 22 112 gold coins! http://t.co/fMIU9SaH0F #android  #androidgames  #gameinsight
6322,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/H6IRGa85It
6336,u,I've harvested 85 of food! http://t.co/n3ieSUfzQr #android  #androidgames  #gameinsight
6337,u,I've collected 68 gold coins! http://t.co/4DK4hp7cUJ #android  #androidgames  #gameinsight
6343,u,Get My Railway for free on #Android! http://t.co/hvv7mRyc2e #androidgames #gameinsight http://t.co/dpNTsIMgVJ
6346,u,I've harvested 1 095 of food! http://t.co/7xdlgHPaHE #android  #androidgames  #gameinsight
6348,u,I'm playing Mystery Manor on #Android! Join me in this adventure! http://t.co/JyB4IDFyxn #androidgames #gameinsight http://t.co/1vf18CgWml
6358,u,I have Shaman Shop on my island! Now my island is even more awesome! http://t.co/U8ZcyFYm8n #android  #androidgames  #gameinsight
6359,u,Tweeting from Android App at Feb 28  2013 3:05:07 PM
6360,u,I've harvested 1 106 of food! http://t.co/Oxxs8zatlT #android  #androidgames  #gameinsight
6365,u,I've collected 580 gold coins! http://t.co/wQ2ZRUM5lm #android  #androidgames  #gameinsight
6366,u,Start playing Paradise Island on Android http://t.co/MlzrFYpTuO #Android #Androidgames #Gameinsight http://t.co/LaO1XQSy2H
6379,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/7Bp24vCLRg
6381,u,I've harvested 646 of food! http://t.co/uy8oClogWL #android  #androidgames  #gameinsight
6384,u,I have Athletes' arena on my island! Now my island is even more awesome! http://t.co/ZitnsEt4H2 #android  #androidgames  #gameinsight
6386,u,I have completed the quest 'Chop down the Big ...' in the #Android game The Tribez. http://t.co/wLX6R9kqX9 #androidgames  #gameinsight
6387,u,I've harvested 443 of food! http://t.co/nR0hEbkBLR #android  #androidgames  #gameinsight
6388,p,Went to bed and does not want to be disturbed! 2/28 5:04 AM (Sleep as Android)
6389,u,I've collected 1 772 gold coins! http://t.co/6ly6Y5ESjR #android  #androidgames  #gameinsight
6404,u,I've collected 10 683 gold coins! http://t.co/fMIU9SaH0F #android  #androidgames  #gameinsight
6405,u,I've harvested 60 of food! http://t.co/R9nmAllJ7E #android  #androidgames  #gameinsight
6407,u,I've harvested 590 of food! http://t.co/sL3hIAngxk #android  #androidgames  #gameinsight
6408,u,I've collected 8 003 gold coins! http://t.co/QcJdSrOF5A #android  #androidgames  #gameinsight
6409,u,I've collected 2 574 gold coins! http://t.co/y0tdk7EUb2 #android  #androidgames  #gameinsight
6430,u,I'm playing Mystery Manor on #Android! Join me in this adventure! http://t.co/IsvYspLUbq #androidgames #gameinsight http://t.co/TeFqu6jYoK
6431,u,I've harvested 297 of food! http://t.co/eUac5NFKcY #android  #androidgames  #gameinsight
6432,u,I've collected 5 409 gold coins! http://t.co/suGJpGENU0 #android  #androidgames  #gameinsight
6433,u,I have completed the quest 'Build 3 Dino`s Lair.' in the #Android game The Tribez. http://t.co/8f6n5obTIi #androidgames  #gameinsight
6436,u,I've harvested 475 of food! http://t.co/HLZDLCsv9n #android  #androidgames  #gameinsight
6437,u,I have Dino`s Lair on my island! Now my island is even more awesome! http://t.co/2kor2n0vbi #android  #androidgames  #gameinsight
6439,u,@RuienBBTEA HAHA YAAAAY! ANDROID PHONE ROCKS! CAN TRANSFER MEMORY CARD :p
6440,u,Today I updated my @Yahoo email app for Android  and it's awesome! So happy with it. And I get notifications again. Very cool.
6441,u,I've collected 10 810 gold coins! http://t.co/TA8dIACJ97 #android  #androidgames  #gameinsight
6453,u,Marijuana dealers get slammed by taxes
http://t.co/EZQSOHI3Ss

Sent from the CNNMoney App for Android
6454,u,I just bought the @falcon_android team a beer !
6457,u,I've just received an achievement: Fast http://t.co/1xQW3aKsQf #Android #Androidgames #Gameinsight
6458,u,I've harvested 150 of food! http://t.co/R9nmAllJ7E #android  #androidgames  #gameinsight
6460,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/1ZHXs20Nzp
6461,u,Just reached level 5 on Paradise Island on my Android http://t.co/Vh5UKMn3Cm #Android #Androidgames #Gameinsight
6480,u,I've harvested 1 063 of food! http://t.co/7xdlgHPaHE #android  #androidgames  #gameinsight
6486,u,Could Android 5.0 Key Lime Pie be based on Linux 3.8 kernel? http://t.co/MBQLKU1TuO
6489,u,I've harvested 64 of food! http://t.co/9WOFPsnXWA #android  #androidgames  #gameinsight
6490,u,I've collected 96 gold coins! http://t.co/ImEBDQ5Tbq #android  #androidgames  #gameinsight
6491,u,I have Warehouse on my island! Now my island is even more awesome! http://t.co/Y4AIb10VOC #android  #androidgames  #gameinsight
6509,u,I have completed the quest 'Deliver 200 Corals...' in the #Android game The Tribez. http://t.co/AkCtX6364C #androidgames  #gameinsight
6512,u,I've collected 26 400 gold coins! http://t.co/NadPhM9sZ1 #android  #androidgames  #gameinsight
6514,u,@backlon I absolutely love my Nexus 4. Stock android is just so refreshing and satisfying.
6515,u,I have Lumber Mill on my island! Now my island is even more awesome! http://t.co/MUzXdy5sRy #android  #androidgames  #gameinsight
6517,u,I've harvested 240 of food! http://t.co/bYiIAJN9G8 #android  #androidgames  #gameinsight
6518,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/Vj404k4uRr
6534,u,I've collected 11 835 gold coins! http://t.co/NadPhM9sZ1 #android  #androidgames  #gameinsight
6537,u,I have reached level 12 in The Tribez! Join in and try to overtake me! http://t.co/uENzP1uTWQ #android  #androidgames  #gameinsight
6538,u,I've harvested 146 of food! http://t.co/9WOFPsnXWA #android  #androidgames  #gameinsight
6539,u,Trappin straight off da android early hoe
6560,u,I've collected 13 803 gold coins! http://t.co/QcJdSrOF5A #android  #androidgames  #gameinsight
6589,u,Start playing Paradise Island on Android http://t.co/KaYymdnJhz #Android #Androidgames #Gameinsight http://t.co/5QR6FMvrOQ
6591,n,@janole no surprise  it's Android
6593,u,I've collected 72 163 gold coins! http://t.co/fMIU9SaH0F #android  #androidgames  #gameinsight
6596,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/nYopKxYXrg
6597,u,I've collected 15 995 gold coins! http://t.co/NadPhM9sZ1 #android  #androidgames  #gameinsight
6606,n,Why waste your time fiddling with settings when you get into the car? Just use #nfctasklauncher  your Android Device: http://t.co/l7GwJz2RoI
6607,u,I've collected 2 594 gold coins! http://t.co/Dr6FREx7gl #android  #androidgames  #gameinsight
6612,u,I Like This  Android Custom ROM &gt;&gt; CyanogenMod 10.1 (Jelly Bean 4.2.2) ....run very well on my device  with low bugs ..like it so damn!! :)
6616,u,I've earned a new achievement: `Pilgrim`. Try to beat me in the #Android game The Tribez! http://t.co/3blNcOXSVb #androidgames  #gameinsight
6617,u,I've harvested 1 050 of food! http://t.co/sL3hIAngxk #android  #androidgames  #gameinsight
6618,u,I've collected 39 390 gold coins! http://t.co/QcJdSrOF5A #android  #androidgames  #gameinsight
6626,u,I have completed the quest 'Collect 5 Fruits f...' in the #Android game The Tribez. http://t.co/9NU6u7iWHs #androidgames  #gameinsight
6628,n,Lmfao.. A BB to an android device is like a mainframe to a mac RT @Dblackunicorn: @edibuff na wa o! (cont) http://t.co/EdA3Ieei9j
6632,u,I've harvested 1 075 of food! http://t.co/Oxxs8zatlT #android  #androidgames  #gameinsight
6635,u,Look what I have caught! http://t.co/MwBf3wFTBY #Android #AndroidGames #gameinsight #drimmi http://t.co/0q16bC72wR
6636,u,I have reached level 17 in The Tribez! Join in and try to overtake me! http://t.co/082fdF1mUK #android  #androidgames  #gameinsight
6637,n,One final thing I like about the Nexus 4 is that all Nexus devices will get first hand updates for Android. I'm now running version 4.2.2 :)
6649,u,I have completed the quest 'Review the game.' in the #Android game The Tribez. http://t.co/nBkJABJk5u #androidgames  #gameinsight
6650,u,I've harvested 110 of food! http://t.co/UWeSJDPqHg #android  #androidgames  #gameinsight
6651,u,I have completed the quest 'Build a Bathhouse.' in the #Android game The Tribez. http://t.co/LepCA5qhka #androidgames  #gameinsight
6653,u,I have Forester`s Hut on my island! Now my island is even more awesome! http://t.co/mUustmnzEm #android  #androidgames  #gameinsight
6654,u,I have Bathhouse on my island! Now my island is even more awesome! http://t.co/ucTVwtHvE4 #android  #androidgames  #gameinsight
6656,u,Start playing Paradise Island on Android http://t.co/RQMGE0Zwc0 #Android #Androidgames #Gameinsight http://t.co/pkSkmeRT8D
6684,u,Chrome for Android Gets Updated; Bringing Pinch-to-Zoom and Scrolling Performance Enhancements - http://t.co/vAaXHcKWiE
6685,u,This picture was created with Photo Art for Android. http://t.co/lxlwCpkBMc
6688,u,#ASUS unveils new low-cost #Android tablet 
http://t.co/JddcHYvAzT
6700,p,Android phone . Don't make me sick with you lahh . Quick depleted of battery . Why why . Tell me why ?!
6701,u,I have completed the quest 'Forester`s Hut.' in the #Android game The Tribez. http://t.co/nBkJABJk5u #androidgames  #gameinsight
6703,u,I have reached level 6 in The Tribez! Join in and try to overtake me! http://t.co/cGQzmPZpgX #android  #androidgames  #gameinsight
6704,u,I've harvested 365 of food! http://t.co/UWeSJDPqHg #android  #androidgames  #gameinsight
6705,u,Start playing Paradise Island on Android http://t.co/lKZMM12Tuj #Android #Androidgames #Gameinsight http://t.co/2xs4km5mB0
6708,u,I've harvested 698 of food! http://t.co/eUac5NFKcY #android  #androidgames  #gameinsight
6709,u,I've harvested 515 of food! http://t.co/gr9kgCDJrh #android  #androidgames  #gameinsight
6710,u,I've collected 1 650 gold coins! http://t.co/AYzRCRnP5X #android  #androidgames  #gameinsight
6721,u,I've harvested 210 of food! http://t.co/RlHnLPVKct #android  #androidgames  #gameinsight
6723,u,I have Stone Processing Mill on my island! Now my island is even more awesome! http://t.co/ucTVwtHvE4 #android  #androidgames  #gameinsight
6725,p,Bluestacks : yessss! Run android apps on computer.. :) :)
6728,u,Start playing Paradise Island on Android http://t.co/lKZMM12Tuj #Android #Androidgames #Gameinsight http://t.co/IYc4CKKiR8
6733,u,I have Cauldron on my island! Now my island is even more awesome! http://t.co/mUustmnzEm #android  #androidgames  #gameinsight
6748,u,I've collected 10 745 gold coins! http://t.co/NadPhM9sZ1 #android  #androidgames  #gameinsight
6750,p,My beautiful Ronn  are you arrived at home or are you in I? All ok?what 's your app x android  can you tell me please? I send you kisses!!!
6753,p,I hate #eBuddy for android
6761,u,I have Tax on my island! Now my island is even more awesome! http://t.co/tDPs428LxN #android  #androidgames  #gameinsight
6762,n,#nowplaying "01 Almost Home (Music from the Motion Picture _Oz the Great and Powerful_) by Mariah Carey" on my Android Phone
6764,u,I've collected 6 037 gold coins! http://t.co/HtULiUdXVq #android  #androidgames  #gameinsight
6786,n,@ruthkantoo1220 I don't know. I'm literally just trying out this Android for a few days. I don't know any Android apps.
6805,n,@trishaohara I'm on android hun and it updates again after 24 hours . Well it does on my phone love
6807,p,Is it Twitter for android or my network?I Cnt send dm since yesterday:(
6808,u,I have completed the quest 'Find the required ...' in the #Android game The
6827,p,If you have an Android please tell me so I could send u special app udates. #FB
6835,u,I've collected 56 795 gold coins! http://t.co/AYzRCRnP5X #android  #androidgames  #gameinsight
6837,u,speel btr ook OSM (onlinesoccermanager) voor apple en android trng chilll !!!
6849,u,I've collected 11 951 gold coins! http://t.co/MW5CA8NDEV #android  #androidgames  #gameinsight
6859,p,Bye" BB....:)
Welcome Android...:D
6880,u,I've just received an achievement: Hunter http://t.co/mk63InY8QH #Android #Androidgames #Gameinsight
6883,u,Start playing Paradise Island on Android http://t.co/lKZMM12Tuj #Android #Androidgames #Gameinsight http://t.co/OCuBhAdas1
6884,u,I've just received an achievement: Beginner Spokesperson http://t.co/4iK04LdaBQ #Android #Androidgames #Gameinsight
6890,u,Start playing Paradise Island on Android http://t.co/lKZMM12Tuj #Android #Androidgames #Gameinsight http://t.co/20Nm7JHRqf
6905,n,@SoundCloud FYI your android app seems to have trouble playing this sound at 9:55; have to skip to continue playback http://t.co/QCPh5qvW75
6906,u,I've collected 12 290 gold coins! http://t.co/NadPhM9sZ1 #android  #androidgames  #gameinsight
6908,u,I've just received an achievement: Conductor http://t.co/4iK04LdaBQ #Android #Androidgames #Gameinsight
6915,u,Start playing Paradise Island on Android http://t.co/mfAbzDtjHa #Android #Androidgames #Gameinsight http://t.co/JwkYKkSPkQ
6934,u,I have Warehouse on my island! Now my island is even more awesome! http://t.co/8y46dczayB #android  #androidgames  #gameinsight
6935,u,I have Cozy House on my island! Now my island is even more awesome! http://t.co/8y46dczayB #android  #androidgames  #gameinsight
6945,u,I have completed the quest 'Drop by the Marble...' in the #Android game The Tribez. http://t.co/10SbY9bzn9 #androidgames  #gameinsight
6946,u,I've just received an achievement: Gatherer http://t.co/4iK04LdaBQ #Android #Androidgames #Gameinsight
6962,u,I have Wide Road on my island! Now my island is even more awesome! http://t.co/R4MdL1LMaH #android  #androidgames  #gameinsight
6965,u,Start playing Paradise Island on Android http://t.co/MdnPg7uoJI #Android #Androidgames #Gameinsight http://t.co/ENBW8MvI7R
6969,u,I've harvested 30 of food! http://t.co/Jo7hu3UId9 #android  #androidgames  #gameinsight
6970,u,I've collected 5 290 gold coins! http://t.co/c60qAsawgt #android  #androidgames  #gameinsight
6975,u,Start playing Paradise Island on Android http://t.co/MdnPg7uoJI #Android #Androidgames #Gameinsight http://t.co/6paeG3gbX9
6987,u,I have Nice Hut on my island! Now my island is even more awesome! http://t.co/mUustmnzEm #android  #androidgames  #gameinsight
6995,u,I've harvested 965 of food! http://t.co/ekGqglF6Qr #android  #androidgames  #gameinsight
6997,u,I've collected 586 gold coins! http://t.co/aKnd9lAmVS #android  #androidgames  #gameinsight
6998,u,Start playing Paradise Island on Android http://t.co/lKZMM12Tuj #Android #Androidgames #Gameinsight http://t.co/RWxN6fI7zH
7013,u,I've collected 95 gold coins! http://t.co/uoIi0vmwRo #android  #androidgames  #gameinsight
7019,u,I've harvested 377 of food! http://t.co/Zhda1iuvU6 #android  #androidgames  #gameinsight
7020,u,I've harvested 100 of food! http://t.co/9WOFPsnXWA #android  #androidgames  #gameinsight
7021,u,Start playing Paradise Island on Android http://t.co/lKZMM12Tuj #Android #Androidgames #Gameinsight http://t.co/k1Xcw2qL7s
7022,u,Wow! I have caught this Bream just now! http://t.co/MwBf3wFTBY #Android #AndroidGames #gameinsight #drimmi http://t.co/xhYQpp2v2v
