id,predicted,source,source_cleaned,tweettopic,user,text
6401,u,QuickPull,BlackBerry,Blackberry,gislaam,Running a @QuickPull on my BlackBerry \m/
6402,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,petypalter,Naked BlackBerry is damn sexy and nice but it is too risky.. :)
6423,u,QuickPull,BlackBerry,Blackberry,volttalabero,Running a @QuickPull on my BlackBerry. Brb!
6424,u,Twitter for BlackBerry??,BlackBerry,Blackberry,benji_mcmahon,Anyone got a blackberry for sale? :(
6427,u,QuickPull,BlackBerry,Blackberry,olami1224,Running a @QuickPull on my BlackBerry. Brb!
6428,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,96Naoshi,Garry's blackberry service is currently unavailable :| well I know Ly is secretly staring at TL~
6447,negative,Twitter for BlackBerry,BlackBerry,Blackberry,saud295,What is the date of the issuance program Whats up  August for BlackBerry 10
6449,u,Twitter for BlackBerry??,BlackBerry,Blackberry,Adellarifa28,"Okeyy:D you have blackberry?RT""@MichelleId: @Adellarifa28 Nothing hehe :-)"""
6452,u,Twitter for BlackBerry??,BlackBerry,Blackberry,Vmb6,"----???""@yoMzansi: BlackBerry?? Campus Brand Ambassadors Needed. Apply here http://t.co/sUuKHJhCSk"""
6467,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,molsxxx,why do I have a blackberry
6482,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Dogukan_Gezer,Blackberry Z10 Turkish Review - First Time in The World http://t.co/n5Ua02ElIj #bb10 #review #storymaker #twitter #facebook #BlackBerryZ10
6485,u,QuickPull,BlackBerry,Blackberry,mayaamore,Running a @QuickPull on my BlackBerry. Brb!
6506,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,urdarkCEEcret,@ZoeDeeyosa @CrazybeauTfulMe @JBTizon u have a Blackberry- that means ur always online. 1 hour at the gym is just 4.17% of ur day
6507,u,QuickPull,BlackBerry,Blackberry,Riprabowo,Running a @QuickPull on my BlackBerry. Brb!
6529,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,TafadzwaTweet,@BlackBerry_ZA when is the BlackBerry Q10 going to be available?
6545,u,QuickPull,BlackBerry,Blackberry,teradaaaa,Running a @QuickPull on my BlackBerry. Brb!
6549,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,pandaniamh,I'm never buying another damned Blackberry  this phone never works.
6550,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,theNobleEmeji,@BasketMouth_: Person + blackberry +BIS - Job = Twitter Celebhahaha
6552,u,Twitter for BlackBerry,BlackBerry,Blackberry,siddhartha_c,@BlackBerry z10 BBM screen. The same but very different. #UseItBeforeJudging #TeamBlackBerry #bb10 http://t.co/RhTQcHRwJE
6569,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,RealFreshMc,May your life never last like a bold 3 battery. Hahaha!; run 4rm that kind of a curse o. BlackBerry we believe  battery ll make us seal it.
6571,u,Twitter for BlackBerry??,BlackBerry,Blackberry,RUPAEAEA,Dear my blackberry  get well fast baby... I really missing you :')
6575,u,QuickPull,BlackBerry,Blackberry,zennitahana,Running a @QuickPull on my BlackBerry. Brb!
6581,u,Twitter for BlackBerry??,BlackBerry,Blackberry,intanNERD,Text messages  twitter  blackberry messanger wassep  viber.. Then?
6582,u,UberSocial for BlackBerry,BlackBerry,Blackberry,Elaminsse,Lol RT @rukky_jagz: Person + blackberry +BIS - Job = Twitter Celeb
6601,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,gow1888,Phones away to get fixed....back to this shitey blackberry  it might meet the wall a few times lol
6602,u,Twitter for BlackBerry??,BlackBerry,Blackberry,MayC02,"Isn't it late for applications already? ""@yoMzansi: BlackBerry?? Campus Brand Ambassadors Needed. Apply here http://t.co/lhexqa1ckh"""
6603,u,UberSocial for BlackBerry,BlackBerry,Blackberry,feiirei,RT @BlackBerryHelp: Five reasons why BlackBerry Maps is awesome!  http://t.co/CKhesiYl2h #BBTips??^CB
6623,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,MeeChelle_Mylo,You'd swear a BlackBerry is programmed to work better when you don't need it  and super slow when you really need it
6642,negative,Twitter for BlackBerry,BlackBerry,Blackberry,siddhartha_c,Thanks @BlackBerry @BlackBerryIn for the pop quiz. I could challenge @crackberry fans now ;) http://t.co/PrsG9FbNeM
6664,u,QuickPull,BlackBerry,Blackberry,hapsari_citra,Running a @QuickPull on my BlackBerry. Brb!
6665,u,Twitter for BlackBerry??,BlackBerry,Blackberry,NadzreeYamin,I just download Kik for Blackberry. Function are like BBM. Who's have it anyway?
6669,u,QuickPull,BlackBerry,Blackberry,yandikeong,Running a @QuickPull on my BlackBerry. Brb!
6670,u,UberSocial for BlackBerry,BlackBerry,Blackberry,AmoNiQ_SOA,Blackberry Absolute yama sepa maan 
6672,u,QuickPull,BlackBerry,Blackberry,iyasshinigami,Running a @QuickPull on my BlackBerry. Brb!
6694,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Parfekt_,"- cc @aredeylarger ""@Questionnier: Cc that ur friend you Can Sell for a blackberry charger ?"""
6696,u,QuickPull,BlackBerry,Blackberry,liesiaubing,Running a @QuickPull on my BlackBerry. Brb!
6697,u,Twitter for BlackBerry??,BlackBerry,Blackberry,XtiansPanaderia,@clarehenney @Jeremyhohn13 that's why I'm getting a Blackberry Z10. Just the right size. Hahaha
6718,u,UberSocial for BlackBerry,BlackBerry,Blackberry,veedafauziah,RT@TipsJualOnline: Brand Champion of Telecommunication most widely used of global brand mobile phone: 1. Blackberry  2. Nokia  3. Samsung
6719,u,UberSocial for BlackBerry,BlackBerry,Blackberry,duhYanYan,Blackberry Z10  you are my dream! Hahaha.
6720,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,AMNITHRH,Just... bored using blackberry. But I'm still using my bb tho hahaha
6742,u,Twitter for BlackBerry??,BlackBerry,Blackberry,himanshudr,Blackberry should have kept competitive price for Z10.Although too early but I guess once again they have missed the bus.
6744,u,Twitter for BlackBerry,BlackBerry,Blackberry,siddhartha_c,Oh yeah! You can allow bloody everything ;) #TeamBlackBerry @BlackBerry @CrackBerry http://t.co/TfAQM8UQ4h
6758,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Psyched_out_Sid,Pretty sure my blackberry works on the principle of Sloths. Its either barely alive or just keeps hanging all day long.
6759,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Urchkidd,Forgot your #BlackBerry ID password? Don't fret  reset! Check out http://t.co/sSDDxzLGe0 for steps on how to do so! ^HF
6768,u,QuickPull,BlackBerry,Blackberry,anarachman,Running a @QuickPull on my BlackBerry. Brb!
6769,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Weezyboi001,2chargers 2batteries is good for a blackberry phone
6771,u,QuickPull,BlackBerry,Blackberry,PutriYosi,Running a @QuickPull on my BlackBerry. Brb!
6773,u,Twitter for BlackBerry??,BlackBerry,Blackberry,michaelcanitrot,Check in @BlackBerryFra w/ @GautierJulia #blackberry
6774,u,Twitter for BlackBerry??,BlackBerry,Blackberry,JLSingedas,@BlackBerry can you work out on BB viber free call voice.. Tnx
6778,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,BjaybreezyXq,"Haha""@_moshp: @BjaybreezyXq ""@Questionnier: Cc that ur friend you Can Sell for a blackberry charger ?"""""
6779,u,Twitter for BlackBerry??,BlackBerry,Blackberry,TheUnderDawg1,"Dude I'm running away! RT""@nobby_star: Blackberry Absolute Plan? Lol"""
6797,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,NoniAchi,"@theNobleEmeji: @BasketMouth_: Person + blackberry +BIS - Job = Twitter Celeb""hahaha"" LOL"
6799,u,QuickPull,BlackBerry,Blackberry,dachlia_r,Running a @QuickPull on my BlackBerry. Brb!
6801,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,Urchkidd,Using a QWERTY keyboard  you can reboot your #BlackBerry by the holding ALT  Right Shift (aA) and DEL keys! http://t.co/xOuW7KtopW ^HF
6802,u,QuickPull,BlackBerry,Blackberry,robbyarsy,Running a @QuickPull on my BlackBerry. Brb!
6818,u,QuickPull,BlackBerry,Blackberry,YanaElena,Running a @QuickPull on my BlackBerry. Brb!
6819,u,QuickPull,BlackBerry,Blackberry,yen_sen_OSD,I'm Running @QuickPull on my BlackBerry. Brb!
6820,u,Twitter for BlackBerry??,BlackBerry,Blackberry,handle_DHIS,"Curve 2..!""@Questionnier: Your 1st blackberry?"""
6821,u,Twitter for BlackBerry,BlackBerry,Blackberry,iainhaywood,Loving the z10 - nae perfect  but blackberry: I still fucks witcha.
6825,u,Twitter for BlackBerry??,BlackBerry,Blackberry,iRoro188,Anyone know when Q10 blackberry will be in Canada?
6826,u,Twitter for BlackBerry??,BlackBerry,Blackberry,PaulKStoneman94,Anyone wanna buy a blackberry??
6844,u,QuickPull,BlackBerry,Blackberry,NuruLIsharyati,Running a @QuickPull on my BlackBerry. Brb!
6870,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,BethCStewart,My alarm clock has gone from your bog standard blackberry alarm to horses galloping up and down the road outside my house
6871,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,CHendricks20,@electricmusicsa you don't want to know what I'd do for that S3 mini...Ok maybe you do  but I need that. I got a BlackBerry. That's reason.
6872,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,NeyDoza,So blackberry z10 is around 100k.the price is right
6874,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,Khetha,Please don't forget me. RT @LeeRoyWright: I just want a @BlackBerry_ZA Z10 already!!!!!!!!!!
6875,u,UberSocial for BlackBerry,BlackBerry,Blackberry,graham_TeleNoza,"RT @theNobleEmeji: ""@BasketMouth_: Person + blackberry +BIS - Job = Twitter Celeb""hahaha"
6876,u,QuickPull,BlackBerry,Blackberry,gunturleo33,Running a @QuickPull on my BlackBerry. Brb!
6896,u,QuickPull,BlackBerry,Blackberry,litarahma,Running a @QuickPull on my BlackBerry. Brb!
6898,u,UberSocial for BlackBerry,BlackBerry,Blackberry,biggy_biggy,@BlackBerry how does blackberry protect work when my phone is stolen?#desperate
6925,u,QuickPull,BlackBerry,Blackberry,vane_alanys,Running a @QuickPull on my BlackBerry. Brb!
6930,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,MEmma_98,It's been a month since twitter for my phone wasn't working. HALLELUJAH (i'll never know how to write this one) it is now. Love blackberry.
6952,u,Twitter for BlackBerry??,BlackBerry,Blackberry,superultrabunma,@BlackBerry I'sorry .oK I know
6953,u,Twitter for BlackBerry??,BlackBerry,Blackberry,lance238,Blackberry social : ON ???
6957,u,Twitter for BlackBerry??,BlackBerry,Blackberry,shaun_tsc,@vivimok I got blackberry-pad.. I-pad mini and asus transformer-pad.. Only short bachelor-pad :x hahah
6959,u,QuickPull,BlackBerry,Blackberry,muara_sepi,Running a @QuickPull on my BlackBerry.
6980,u,QuickPull,BlackBerry,Blackberry,susahbikinnick,Running a @QuickPull on my BlackBerry. Brb!
6982,u,Twitter for BlackBerry??,BlackBerry,Blackberry,kayter_NuGen,@KagisoReloaded thank God I'm not using blackberry
6984,u,QuickPull,BlackBerry,Blackberry,noorfarhanana,Running a @QuickPull on my BlackBerry. Brb!
7007,u,Twitter for BlackBerry??,BlackBerry,Blackberry,NourrSaad,@verabaher do you have a blackberry ?
7029,u,QuickPull,BlackBerry,Blackberry,RicothaKiD,Running a @QuickPull on my BlackBerry. Brb!
7052,u,QuickPull,BlackBerry,Blackberry,bojez9_,Running a @QuickPull on my BlackBerry. Brb!
7053,u,Twitter for BlackBerry,BlackBerry,Blackberry,BB10Ar,@VIVAtelecom this is only for BES users. #blackberry #balance
7054,u,QuickPull,BlackBerry,Blackberry,cutyly,Running a @QuickPull on my BlackBerry. Brb!
7055,u,UberSocial for BlackBerry,BlackBerry,Blackberry,Fir_Aqashah,Temporarily using the old blackberry.
7056,u,QuickPull,BlackBerry,Blackberry,p24rock,Running a @QuickPull on my BlackBerry. Brb!
7083,u,Twitter for BlackBerry,BlackBerry,Blackberry,Avokodo,@CellC will the new blackberry 10 Internet bundles be available from midnight tonight?
7084,u,QuickPull,BlackBerry,Blackberry,alfred_ivan,Running a @QuickPull on my BlackBerry. Brb!
7085,u,Twitter for BlackBerry??,BlackBerry,Blackberry,chubbytalker,Dear blackberry I have to read. Do U mind?
7114,u,Twitter for BlackBerry??,BlackBerry,Blackberry,M_Lefa,Fnck! #MTN's BIS has been sh1t these past few weeks! Shuu! BIS just going away like WTF?! &amp; We can't blame BlackBerry for such sh1t service!
7116,u,UberSocial for BlackBerry,BlackBerry,Blackberry,Iam_Karzesozi,LOL.. Smh RT @The_Nerdy_Chick: They're alright. But I still think Agbalumo is priceless. RT @QuestionsNG: Blackberry or Apple ? #KushAnthem
7117,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,janoskianbieb3r,Why do I still have a blackberry omg
7120,u,UberSocial for BlackBerry,BlackBerry,Blackberry,CHendricks20,@SamsungMobileSA my #galaxyS3 may be small  but its big enough to kick my BlackBerry back to Canada!!!
7121,u,QuickPull,BlackBerry,Blackberry,zainija,Running a @QuickPull on my BlackBerry. Brb!
7122,u,QuickPull,BlackBerry,Blackberry,Dennymlanarza,Running a @QuickPull on my BlackBerry. Brb!
7173,u,Twitter for BlackBerry??,BlackBerry,Blackberry,chrispice_musik,@_Eye_T: S/O to Blackberry users. I know you don?t see this ???????????????????????????????????????????????????????????????
7194,u,QuickPull,BlackBerry,Blackberry,Ghost_440,Running a @QuickPull on my BlackBerry. Brb!
7201,u,UberSocial for BlackBerry,BlackBerry,Blackberry,iareTerry,RT @TehnDiamond: Do I know Sally well ? No. Do I like Blackberry ? No. Do I support &amp; encourage my ... http://t.co/9R9U6Qgato
7220,u,QuickPull,BlackBerry,Blackberry,yayanmaoelana,Running a @QuickPull on my BlackBerry. Brb!
7221,u,QuickPull,BlackBerry,Blackberry,fentiflushka,Running a @QuickPull on my BlackBerry. Brb!
7225,negative,Texas Hold'em King LIVE,BlackBerry,Blackberry,yCarrel,I've just unlocked the Cowboy Up (10 points) achievement in #THKLive for #BlackBerry!
7226,u,Twitter for BlackBerry??,BlackBerry,Blackberry,tenzingmoy,Blackberry Z10 costs P29 900 on Kimstore. Is it worth it?
7244,u,QuickPull,BlackBerry,Blackberry,zfan24,Running a @QuickPull on my BlackBerry. Brb!
7245,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,ivan1BARON,@BasketMouth_: Person + blackberry +BIS - Job = Twitter Celeb
7246,u,Twitter for BlackBerry??,BlackBerry,Blackberry,dayoice,"Blackberry asin i like am die""@Juniour_2010: @dayoice for which device sir ?"""
7264,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,nonyeogoke,If you are in Nigeria and you are saving for a blackberry  pls also endeavor to save for a generator too
7265,u,UberSocial for BlackBerry,BlackBerry,Blackberry,CHendricks20,@SamsungMobileSA my #galaxyS3 mini may be small  but its big enough to kick my BlackBerry back to Canada!!!
7266,u,QuickPull,BlackBerry,Blackberry,dantimayarahayu,Running a @QuickPull on my BlackBerry. Brb!
7268,u,Twitter for BlackBerry??,BlackBerry,Blackberry,lucadbl,Anybody out there is considering purchasing the brand new #BB Z10?#BlackBerry#SA
7269,u,Twitter for BlackBerry,BlackBerry,Blackberry,exforge_,@whatsapp when WE can Use whatsapp FOR BlackBerry z10
7288,u,UberSocial for BlackBerry,BlackBerry,Blackberry,yaaanye,@HoluBhodun RT @Questionnier: Cc that ur friend you Can Sell for a blackberry charger ?
7292,u,UberSocial for BlackBerry,BlackBerry,Blackberry,nobby_star,"Lmao mtn is funny tho RT @TheUnderDawg1: Dude I'm running away! RT""nobby_star: Blackberry Absolute Plan? Lol"""
7319,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,MySmileIsHarry,Oh god. When I'm taking pictures with my blackberry he turns off.
7321,u,Twitter for BlackBerry??,BlackBerry,Blackberry,JJRev95,@BlackBerry unless Virgin sells them - it won't matter :(
7323,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,Kentino_SA,I wish my BlackBerry had a Nokia battery damn..:e
7324,u,Twitter for BlackBerry??,BlackBerry,Blackberry,BlckBerryHelpSA,@BlackBerry Atemina publishing and disseminating the account available to us followers
7325,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,_moshp,"Useless fam ""@BjaybreezyXq: Haha""@_moshp: @BjaybreezyXq ""@Questionnier: Cc that ur friend you Can Sell for a blackberry charger ?"""""""
7326,u,QuickPull,BlackBerry,Blackberry,DikaYudhaP,Running a @QuickPull on my BlackBerry. Brb!
7354,u,Twitter for BlackBerry??,BlackBerry,Blackberry,BlckBerryHelpSA,@Blackberry_News Atemina publishing and disseminating the account available to us followers
7375,u,Twitter for BlackBerry??,BlackBerry,Blackberry,Nangstarrr,"U not the only one. RT ""@Kentino_SA: I wish my BlackBerry had a Nokia battery damn..:e"""
7376,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,dankieboi,Now the whole family wants to hv blackberry smart phones gosh I need to upgrade now !!!!! Selling this fone
7377,u,QuickPull,BlackBerry,Blackberry,barbi_lyn,Running a @QuickPull on my BlackBerry. Brb!
7378,u,QuickPull,BlackBerry,Blackberry,dwiiiirin,Running a @QuickPull on my BlackBerry. Brb!
7409,u,QuickPull,BlackBerry,Blackberry,AbieArjun,Running a @QuickPull on my BlackBerry. Brb!
7411,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,ShelStyles_Swag,@Nedbank when the draw comes out please inbox or email it to me at sheldonrsteenkamp@cellc.BlackBerry.com
7414,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,kayter_NuGen,Blackberry users...lol for BIS @8ta pays R30 @cellc pays R37 @mtn pays R59 @vodacom pays R60...dats nys lmao and @mtn users are about to cry
7430,u,Twitter for BlackBerry??,BlackBerry,Blackberry,Rachel_loves_1D,Just got a text about my blackberry bolt one that it should be up and running ????? Mhmmm I topped my phone up like nearly a month ago  ugh
7431,u,Twitter for BlackBerry??,BlackBerry,Blackberry,TheUnderDawg1,"Eish mf2 RT""@nobby_star: Lmao mtn is funny tho RT @TheUnderDawg1: Dude I'm running away! RT""nobby_star: Blackberry Absolute Plan? Lol"""""
7432,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,ReanMcboomerang,Foursquare sucks on Blackberry!!
7451,u,UberSocial for BlackBerry,BlackBerry,Blackberry,Williiiam__,Cc @hspike_ RT @Questionnier: Cc that ur friend you Can Sell for a blackberry charger ?
7453,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Mohyeen_,"@its_benita: @Questionnier: Cc that ur friend you Can Sell for a blackberry charger ?""@Mohyeen_""you don't say.!?.."
7455,u,QuickPull,BlackBerry,Blackberry,deazue,Running a @QuickPull on my BlackBerry. Brb!
7480,u,QuickPull,BlackBerry,Blackberry,NooPuy8,Running a @QuickPull on my BlackBerry. Brb!
7481,u,QuickPull,BlackBerry,Blackberry,niilarahmat,Running a @QuickPull on my BlackBerry. Brb!
7482,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Gagakidney,My blackberry contact- Before: 280 and After: 190 It's too insane  but i don't care  cause you  my phone always Hang  and long respond
7484,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,GIzzy_Rings,Vote for @ladypurpleice for @BlackBerry TUT Ambassador. Follow the link http://t.co/vMJaFWlk1j. Votes will be much appreciated.
7503,u,Twitter for BlackBerry??,BlackBerry,Blackberry,DanCarseDouglas,@Arialeaney95 bbm'd you lastnight  another blackberry down?
7504,u,QuickPull,BlackBerry,Blackberry,Aidil_Ackles,Currently i'm running a @QuickPull on my BlackBerry. Brb!
7506,u,QuickPull,BlackBerry,Blackberry,fiala90,Running a @QuickPull on my BlackBerry. Brb!
7530,u,Twitter for BlackBerry??,BlackBerry,Blackberry,3wad_kh,I want BlackBerry Porsche ???
7550,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,ThatOwi,"A good example is you----&gt;""@BasketMouth_: Person + blackberry +BIS - Job = Twitter Celeb"""
7553,u,QuickPull,BlackBerry,Blackberry,Mei_Elva,Running a @QuickPull on my BlackBerry. Brb!
7555,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,salmagadzy,Allah has no BLACKBERRY but he's my favorite contact ... !!
7574,u,RADIOactive for Blackberry,BlackBerry,Blackberry,BoongaLului,#NowPlaying Fun. - Carry On on hitz.fm via hitz.fm on Blackberry
7578,u,QuickPull,BlackBerry,Blackberry,hans3sakti,Running a @QuickPull on my BlackBerry. Brb!
7579,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,BieberStayer,Blackberry batteries are so shit
7601,u,Twitter for BlackBerry??,BlackBerry,Blackberry,TheEtnies_Jags,Cc @_Abuchi_  RT @Questionnier: Cc that ur friend you Can Sell for a blackberry charger ?
7622,u,QuickPull,BlackBerry,Blackberry,24247,Running a @QuickPull on my BlackBerry. Brb!
7623,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,EnchancerBoy1,Sorry guys if you all ask me to give my blackberry pin for you. I just  I can't because it just to all my friends in AUS. I'm so sorry &lt;3
7624,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,theladymania,@katrinaschmidt @nataliefisher @mirfain don't think I can do that on a blackberry.
7625,u,QuickPull,BlackBerry,Blackberry,jayus_hariyanto,Running a @QuickPull on my BlackBerry 9860. yihaaaa!
7626,u,UberSocial for BlackBerry,BlackBerry,Blackberry,meydayohana,"Kangen on lewat ""twitter for blackberry"" bukan ""uber for blackberry"" :("
7629,u,QuickPull,BlackBerry,Blackberry,irnie28,Running a @QuickPull on my BlackBerry. Brb!
7652,u,QuickPull,BlackBerry,Blackberry,shukry_pokya,rilek dlu bohh.nk Running a @QuickPull on my BlackBerry meta . Brb!
7671,u,Twitter for BlackBerry??,BlackBerry,Blackberry,abdulimam2001,Blackberry and social networks have caused a decline in physical relationships btw people.. RT if u agree
7673,u,QuickPull,BlackBerry,Blackberry,junkiejaypee,Running a @QuickPull on my BlackBerry. Brb!
7674,u,Twitter for BlackBerry??,BlackBerry,Blackberry,arnecordes,Who wants to recycle or sell his used smartphone after attending #MWC13 bcn? #taxi #shuttle airport We're buying used #blackberry #Samsung
7732,u,Twitter for BlackBerry??,BlackBerry,Blackberry,AdistyRanna,what happen with my blackberry
7734,u,Twitter for BlackBerry??,BlackBerry,Blackberry,kimdalapo,To my friends who are using blackberry  29ED0F85. You know what to do. :)
7737,u,UberSocial for BlackBerry,BlackBerry,Blackberry,erwinyuwantoc,RT @bbcommunity: Finger Print Scanner Lock for BlackBerry (Free) http://t.co/4iMi0oL0lm
7766,u,UberSocial for BlackBerry,BlackBerry,Blackberry,Fir_Aqashah,Old blackberry. I feel old haha. Sorry for ditching you all along :)
7785,u,Twitter for BlackBerry??,BlackBerry,Blackberry,elma_zulianita,"Miris -?? @RUPAEAEA: Dear my blackberry  get well fast baby... I really missing you :')"""
7790,negative,Texas Hold'em King LIVE,BlackBerry,Blackberry,gabrielacesaria,I've just won a big $63566 pot in #THKLive for #BlackBerry - Play for FREE - http://t.co/nTWVgoDXUy
7817,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Giacstallion,Last night made me realise its time to buy a spare blackberry battery and carry it round with you! #shitbatterylife
7838,u,QuickPull,BlackBerry,Blackberry,the_one9969,Running a @QuickPull on my BlackBerry. Brb!
7843,negative,Texas Hold'em King LIVE,BlackBerry,Blackberry,jandydayatama,I'm playing #THKLive on BlackBerry  play with me for FREE http://t.co/g49m5djjG6
7845,u,Twitter for BlackBerry??,BlackBerry,Blackberry,ladydara13,@JaneSwiftie I just can post it. But I can't hear that. Omg.. Or my blackberry?
7866,u,QuickPull,BlackBerry,Blackberry,syaifulsyafiq,Running a @QuickPull on my BlackBerry. Brb!
7867,positive,Texas Hold'em King LIVE,BlackBerry,Blackberry,bayu_elsa,I've just unlocked the Divas (10 points) achievement in #THKLive for #BlackBerry!
7869,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,Loureighn,!!!!RT @Lord_Termterius: A BlackBerry is nothing without BIS FACT!!!!
7884,u,QuickPull,BlackBerry,Blackberry,HencekHermawan,Running a @QuickPull on my BlackBerry. Brb!
7885,u,QuickPull,BlackBerry,Blackberry,tryandika,Running a @QuickPull on my BlackBerry. Brb!
7886,u,QuickPull,BlackBerry,Blackberry,saintsPydRe,Running a @QuickPull on my BlackBerry Torch 9800. Be right back tweeps!!
7887,u,QuickPull,BlackBerry,Blackberry,endangsandi,Running a @QuickPull on my BlackBerry. Brb!
7888,u,Twitter for BlackBerry??,BlackBerry,Blackberry,DOW3N,@chloemuncasterx. Your BlackBerry's broke :( *sigh*
7909,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,TK_MegaMinds,"Wow....u deserve a Nobel prize RT""@Lord_Termterius: A BlackBerry is nothing without BIS FACT!!!!"""
7910,u,UberSocial for BlackBerry,BlackBerry,Blackberry,abyalli,Enjoy your new Experience with your Blackberry ? BBM Money http://t.co/e39hh2VWIL
7911,u,Twitter for BlackBerry??,BlackBerry,Blackberry,TimSansano,Thanks to my BlackBerry fone. I can tweet  facebook and BBM while I am on my way home.
7913,u,Twitter for BlackBerry??,BlackBerry,Blackberry,JJRev95,@BlackBerry I want a new BB  but I'm just not gonna do it without it being on Virgin or some other decently priced network.
7914,u,QuickPull,BlackBerry,Blackberry,jeanCHRSTN,Running a @QuickPull on my BlackBerry. Brb!
7940,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,zulkiplyjoharis,RT @joelppatrick: I am no longer a Blackberry user.
7942,u,QuickPull,BlackBerry,Blackberry,mbong_,Running a @QuickPull on my BlackBerry. Brb!
7962,u,Twitter for BlackBerry??,BlackBerry,Blackberry,tsepiso07,Think Blackberry 10 can hang juSt for now tho..
7964,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Ola_RisingStar,I use my blackberry as an mp3 player
7966,u,QuickPull,BlackBerry,Blackberry,donsarif,Running a @QuickPull on my BlackBerry. Brb!
7987,u,UberSocial for BlackBerry,BlackBerry,Blackberry,ChiefTeller,Its said they'll continue with BIS RT @Fresh_Lezinto: If BIS stops  Blackberry may as well stop making cellphones ey......
7988,u,QuickPull,BlackBerry,Blackberry,unicahijadonna,Running a @QuickPull on my BlackBerry. Brb!
7990,u,QuickPull,BlackBerry,Blackberry,willy6123,Running a @QuickPull on my BlackBerry. #BB 9900
8012,negative,Texas Hold'em King LIVE,BlackBerry,Blackberry,bayu_elsa,I've just unlocked the Drop The Hammer (25 points) achievement in #THKLive for #BlackBerry!
8030,u,QuickPull,BlackBerry,Blackberry,dmarheti,Running a @QuickPull on my BlackBerry. Brb!
8031,u,Twitter for BlackBerry??,BlackBerry,Blackberry,cydniemalone,can have the new blackberry Z10? #Hmm #decisions
8032,u,QuickPull,BlackBerry,Blackberry,garciaharvs,Running a @QuickPull on my BlackBerry. ill be right back! :)
8036,u,QuickPull,BlackBerry,Blackberry,MugodiLucky,Running a @QuickPull on my BlackBerry. Brb!
8053,u,Texas Hold'em King LIVE,BlackBerry,Blackberry,orprangga,I'm playing #THKLive on #BlackBerry. Download now FREE: http://t.co/7NpYYSNz2i
8055,u,QuickPull,BlackBerry,Blackberry,hanyagustiani,Running a @QuickPull on my BlackBerry. Brb!
8056,u,QuickPull,BlackBerry,Blackberry,CSusastra,Running a @QuickPull on my BlackBerry. Brb!
8060,u,Twitter for BlackBerry??,BlackBerry,Blackberry,Helena_Claudiaa,TINGGAL 6 JAM LAGI UTK DAPETIN SAMSUNG GALAXY TAB 2 + BLACKBERRY CURVE 9220 DARI @/EpsonL100 BURUAN!! DAFTAR DISINI ?? http://t.co/SmIxW2EDgB
8061,u,QuickPull,BlackBerry,Blackberry,Acezulueta,Running a @QuickPull on my BlackBerry. Brb!
